mdl_month,final_flag,n_samples,positive,bad_rate,model_score_auc,model_score_ks,gcard_v2_auc,gcard_v2_ks,gcard_v4_auc,gcard_v4_ks,gcard_v5_auc,gcard_v5_ks,gcard_v6_auc,gcard_v6_ks
2025-06,DEV,60890,9866,0.16203,0.9402525751625562,0.7326032865165879,0.9257614503566779,0.7000315474050193,0.922605085199073,0.698367331818522,0.9203696934659782,0.6923980420418175,0.9334421281229943,0.7171219339144537
2025-07,DEV,60868,9761,0.160363,0.9422926745066763,0.7395926415370039,0.9290184057566894,0.7129426140042726,0.9245314972827688,0.7011916687675502,0.9247060531627733,0.7066471665346842,0.935879673210411,0.7273866502408523
2025-08,DEV,60881,9942,0.163302,0.9425524389246159,0.7389686839078027,0.9285373849202818,0.7105998999397813,0.9256673333707248,0.7108782037154379,0.9255070069746962,0.7082405540031435,0.93667259583193,0.7284322807535675
2025-09,DEV,60673,9193,0.151517,0.9434987895759678,0.7477831368264306,0.932192280187465,0.722718120174678,0.9254004007469793,0.7108349673586771,0.929149227888758,0.7156001585105252,0.9387589115683861,0.7342558305274502
2025-10,DEV,60828,8642,0.142073,0.9415472117681922,0.7463937339897728,0.9291710073424007,0.7182840331369442,0.923840581516931,0.7133003662762905,0.9277819285835979,0.7127323612982679,0.9365442162787793,0.733239279509828
2025-11,DEV,60911,8330,0.136757,0.9429677605052407,0.7474664356528256,0.9305051755449291,0.7225760732391386,0.9248568201172179,0.7133676749070142,0.928624365818673,0.719556028036821,0.9369562294022419,0.7363856890962011
2025-06,DEV-OOS,60455,11412,0.188769,0.9285140512650832,0.7076156653418281,0.9200831240570894,0.6866854370595465,0.9172250651477104,0.6818964714839454,0.9158864699439455,0.6808456478805959,0.928822135162274,0.7057800300556721
2025-07,DEV-OOS,60445,11088,0.183439,0.9302701463767776,0.7133631557383507,0.9224008137510022,0.6936517156506463,0.9178718813907545,0.6876752441577387,0.9201905461668514,0.6928110782439956,0.9302345835189455,0.7134561572939108
2025-08,DEV-OOS,60899,11264,0.184962,0.9383775907162055,0.7326514521919101,0.9310346562009854,0.7169254084245867,0.9273084294865118,0.7081015168819852,0.9281564967944975,0.7165102227797009,0.9385986182799207,0.7314431428976986
2025-09,DEV-OOS,60843,10312,0.169485,0.934349903789022,0.7222130454787381,0.9288633538916342,0.7095210109987007,0.9222773760583471,0.6996380115017152,0.9261077314313765,0.7055918991359089,0.9351422896596102,0.7234204785519137
2025-10,DEV-OOS,60959,9761,0.160124,0.9321505083652104,0.7190898751099359,0.9255911241327275,0.7065482743817055,0.9206572704970113,0.6951398277815912,0.9241082645571757,0.7017600630857805,0.9332406682291237,0.7242580445409856
2025-11,DEV-OOS,61222,9288,0.15171,0.9338482293848946,0.7260930581506966,0.9274170115402667,0.7103653893530634,0.9221137669547158,0.7004256092537438,0.9256293028383902,0.707240106844681,0.9341386766255071,0.7229491353681627
2025-12,OOT,60746,8071,0.132865,0.9355760529900833,0.7328910075900305,0.9281729682016634,0.7139274165682774,0.9233832690560151,0.7100121919078801,0.9265158888570627,0.7130491143592312,0.9360422383289454,0.7319492164844316
2026-01,OOT,60935,7629,0.125199,0.9348180504541609,0.7371643283738165,0.9280263427905964,0.7216607962272373,0.9229300442646736,0.7080549765828916,0.9272088604867328,0.7156440335915963,0.9350045818556725,0.7371179838397026
2025-12,OOT-OOS,61000,8997,0.147492,0.9311410364828538,0.7194836086770766,0.9219871442953246,0.7005135821114519,0.9174035324613267,0.6864438063331983,0.9207699756704941,0.6957917764984921,0.9305667136349558,0.7159176620120908
2026-01,OOT-OOS,61160,8552,0.13983,0.9289570435459669,0.7179885746906289,0.9206867600640769,0.6959161063009749,0.9159654327747859,0.6851727917601693,0.919391661435324,0.6916697464374235,0.9287174388925116,0.7167242683375099
